Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides AS_G0_A	Peptides AS_G0_B	Peptides AS_G0_C	Peptides AS_G1_A	Peptides AS_G1_B	Peptides AS_G1_C	Peptides WT_G0_A	Peptides WT_G0_B	Peptides WT_G0_C	Razor + unique peptides AS_G0_A	Razor + unique peptides AS_G0_B	Razor + unique peptides AS_G0_C	Razor + unique peptides AS_G1_A	Razor + unique peptides AS_G1_B	Razor + unique peptides AS_G1_C	Razor + unique peptides WT_G0_A	Razor + unique peptides WT_G0_B	Razor + unique peptides WT_G0_C	Unique peptides AS_G0_A	Unique peptides AS_G0_B	Unique peptides AS_G0_C	Unique peptides AS_G1_A	Unique peptides AS_G1_B	Unique peptides AS_G1_C	Unique peptides WT_G0_A	Unique peptides WT_G0_B	Unique peptides WT_G0_C	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type AS_G0_A	Identification type AS_G0_B	Identification type AS_G0_C	Identification type AS_G1_A	Identification type AS_G1_B	Identification type AS_G1_C	Identification type WT_G0_A	Identification type WT_G0_B	Identification type WT_G0_C	Sequence coverage AS_G0_A [%]	Sequence coverage AS_G0_B [%]	Sequence coverage AS_G0_C [%]	Sequence coverage AS_G1_A [%]	Sequence coverage AS_G1_B [%]	Sequence coverage AS_G1_C [%]	Sequence coverage WT_G0_A [%]	Sequence coverage WT_G0_B [%]	Sequence coverage WT_G0_C [%]	Intensity	Intensity AS_G0_A	Intensity AS_G0_B	Intensity AS_G0_C	Intensity AS_G1_A	Intensity AS_G1_B	Intensity AS_G1_C	Intensity WT_G0_A	Intensity WT_G0_B	Intensity WT_G0_C	iBAQ	iBAQ AS_G0_A	iBAQ AS_G0_B	iBAQ AS_G0_C	iBAQ AS_G1_A	iBAQ AS_G1_B	iBAQ AS_G1_C	iBAQ WT_G0_A	iBAQ WT_G0_B	iBAQ WT_G0_C	LFQ intensity AS_G0_A	LFQ intensity AS_G0_B	LFQ intensity AS_G0_C	LFQ intensity AS_G1_A	LFQ intensity AS_G1_B	LFQ intensity AS_G1_C	LFQ intensity WT_G0_A	LFQ intensity WT_G0_B	LFQ intensity WT_G0_C	MS/MS count AS_G0_A	MS/MS count AS_G0_B	MS/MS count AS_G0_C	MS/MS count AS_G1_A	MS/MS count AS_G1_B	MS/MS count AS_G1_C	MS/MS count WT_G0_A	MS/MS count WT_G0_B	MS/MS count WT_G0_C	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0A0J9YU08;A0A087WPE8;Q6P3Z3	A0A0J9YU08;A0A087WPE8;Q6P3Z3	1;1;1	1;1;1	1;1;1	THAP domain-containing protein 4	Thap4	THAP domain-containing protein 4 OS=Mus musculus OX=10090 GN=Thap4 PE=1 SV=1;THAP domain-containing protein 4 (Fragment) OS=Mus musculus OX=10090 GN=Thap4 PE=1 SV=1;THAP domain-containing protein 4 OS=Mus musculus OX=10090 GN=Thap4 PE=1 SV=1	3	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	24.2	24.2	24.2	18.648	165	165;182;569	0.0010724	11.365								By MS/MS	By matching	0	0	0	0	0	0	0	24.2	24.2	4686300	0	0	0	0	0	0	0	2442400	2243800	1562100	0	0	0	0	0	0	0	814140	747950	0	0	0	0	0	0	0	0	1480400	0	0	0	0	0	0	0	1	0	1				10	8102	True	8260	49749;49750	28244	28244		
A0A087WPL1;F7C957;Q8R1G6	A0A087WPL1;F7C957;Q8R1G6	2;2;2	2;2;2	2;2;2	PDZ and LIM domain protein 2	Pdlim2	PDZ and LIM domain protein 2 OS=Mus musculus OX=10090 GN=Pdlim2 PE=1 SV=1;PDZ and LIM domain protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Pdlim2 PE=1 SV=1;PDZ and LIM domain protein 2 OS=Mus musculus OX=10090 GN=Pdlim2 PE=1 SV=1	3	2	2	2	0	0	0	2	2	2	0	2	1	0	0	0	2	2	2	0	2	1	0	0	0	2	2	2	0	2	1	17.2	17.2	17.2	14.252	128	128;151;349	0	13.237				By MS/MS	By matching	By matching		By matching	By matching	0	0	0	17.2	17.2	17.2	0	17.2	8.6	9074700	0	0	0	2627600	850320	839820	0	3433400	1323600	1296400	0	0	0	375380	121470	119970	0	490480	189080	0	0	0	8640700	8044600	7268100	0	4124700	0	0	0	0	2	0	0	0	0	0	2				11	2283;8247	True;True	2330;8406	14085;14086;14087;14088;50603;50604;50605;50606;50607	8311;28703	8311;28703		
A0A087WS03;A0A087WQ32;G3X9F1;Q9R1S3	A0A087WS03;A0A087WQ32;G3X9F1;Q9R1S3	1;1;1;1	1;1;1;1	1;1;1;1	GPI ethanolamine phosphate transferase 1	Pign	GPI ethanolamine phosphate transferase 1 OS=Mus musculus OX=10090 GN=Pign PE=1 SV=1;GPI ethanolamine phosphate transferase 1 OS=Mus musculus OX=10090 GN=Pign PE=1 SV=1;GPI ethanolamine phosphate transferase 1 OS=Mus musculus OX=10090 GN=Pign PE=1 SV=1;GPI 	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.6	1.6	1.6	90.454	798	798;826;931;931	0.0069384	6.6034	By matching	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	82851000	18704000	16904000	12114000	10209000	2781100	2744500	320420	5596700	13476000	2672600	603370	545280	390780	329330	89713	88534	10336	180540	434720	21993000	30215000	19861000	25903000	0	0	0	9902100	9161600	0	1	0	1	0	1	0	1	2	6				12	8263	True	8422	50733;50734;50735;50736;50737;50738;50739;50740;50741;50742;50743;50744;50745;50746;50747	28777;28778;28779;28780;28781;28782	28777		
F6WBA1;A0A087WR51;A0A087WQ89	F6WBA1;A0A087WR51;A0A087WQ89	1;1;1	1;1;1	1;1;1		2210011C24Rik	MISP family member 3 (Fragment) OS=Mus musculus OX=10090 GN=Misp3 PE=1 SV=3;MISP family member 3 (Fragment) OS=Mus musculus OX=10090 GN=Misp3 PE=1 SV=1;MISP family member 3 OS=Mus musculus OX=10090 GN=Misp3 PE=1 SV=1	3	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	19.8	19.8	19.8	11.81	106	106;108;206	0.0019166	7.6084								By MS/MS	By MS/MS	0	0	0	0	0	0	0	19.8	19.8	1001900	0	0	0	0	0	0	0	0	1001900	166990	0	0	0	0	0	0	0	0	166990	0	0	0	0	0	0	0	0	661010	0	0	0	0	0	0	0	1	1	2				13	4362	True	4442	26496;26497	15453;15454	15453		
A0A087WRU0;A0A087WQ94;A0A087WQM0;A0A087WQS0;A0A1D5RM59;E9Q0S6;A0A087WSC8	A0A087WRU0;A0A087WQ94;A0A087WQM0;A0A087WQS0;A0A1D5RM59;E9Q0S6	4;4;4;4;4;4;1	4;4;4;4;4;4;1	4;4;4;4;4;4;1		Tns1	Tensin 1 (Fragment) OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1;Tensin 1 (Fragment) OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1;Tensin 1 OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1;Tensin 1 OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1;Tensin 1 OS=Mus musculus O	7	4	4	4	1	0	0	1	1	0	2	4	3	1	0	0	1	1	0	2	4	3	1	0	0	1	1	0	2	4	3	4.5	4.5	4.5	181.79	1705	1705;1719;1823;1867;1880;1888;88	0	26.055	By matching			By matching	By matching		By matching	By MS/MS	By MS/MS	0.7	0	0	1.2	0.7	0	1.9	4.5	3.4	24294000	3252500	0	0	819700	243460	0	866410	10060000	9051800	328290	43952	0	0	11077	3290	0	11708	135940	122320	0	0	0	0	0	0	0	7141300	6406500	0	0	0	0	0	0	0	2	1	3				14	3452;3978;5721;11556	True;True;True;True	3523;4054;5823;11835	21059;21060;24374;24375;24376;24377;24378;34142;70651;70652;70653;70654	12402;14283;19701;40090	12402;14283;19701;40090		
A0A087WQT6;O89110	A0A087WQT6;O89110	3;3	3;3	3;3	Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10	Casp8	Caspase-8 OS=Mus musculus OX=10090 GN=Casp8 PE=1 SV=1;Caspase-8 OS=Mus musculus OX=10090 GN=Casp8 PE=1 SV=1	2	3	3	3	2	1	2	0	0	0	0	3	0	2	1	2	0	0	0	0	3	0	2	1	2	0	0	0	0	3	0	6.2	6.2	6.2	57.82	500	500;480	0	18.338	By MS/MS	By matching	By matching					By MS/MS		3.6	1.8	3.6	0	0	0	0	6.2	0	32404000	13815000	2618100	5682500	0	0	0	0	10288000	0	1117400	476390	90280	195950	0	0	0	0	354760	0	15968000	0	7076800	0	0	0	0	6320600	0	2	0	0	0	0	0	0	2	0	4				15	1482;5605;8851	True;True;True	1512;5707;9017	9114;9115;9116;33401;54056;54057;54058;54059	5251;19272;30578;30579	5251;19272;30578		
Q4KL80;B7ZNJ1;A0A087WS56;B9EHT6;A0A087WSN6;Q3UHL6;A0A087WR50;P11276;A0A087WQW8	Q4KL80;B7ZNJ1;A0A087WS56;B9EHT6;A0A087WSN6;Q3UHL6;A0A087WR50;P11276	4;4;4;4;4;4;4;4;1	4;4;4;4;4;4;4;4;1	4;4;4;4;4;4;4;4;1	Fibronectin;Anastellin	Fn1	Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1;Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1;Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1;Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1;Fibronectin OS=Mus musculus OX=10090 GN=	9	4	4	4	0	2	4	3	1	1	0	0	0	0	2	4	3	1	1	0	0	0	0	2	4	3	1	1	0	0	0	13.1	13.1	13.1	42.287	383	383;2176;2266;2271;2296;2361;2386;2477;160	0	32.977		By MS/MS	By MS/MS	By MS/MS	By matching	By matching				0	7.3	13.1	11	2.9	2.9	0	0	0	14428000	0	3524900	4838100	4961100	461870	641650	0	0	0	759350	0	185520	254640	261110	24309	33771	0	0	0	0	9498900	0	13152000	0	0	0	0	0	0	1	1	1	0	0	0	0	0	3				16	2908;5329;6640;13131	True;True;True;True	2967;5426;6772;13438	17871;17872;31883;31884;31885;40342;80272;80273;80274;80275;80276	10582;18422;23251;45754	10582;18422;23251;45754		
A0A087WR97;Q921F2;A0A087WSE4;A0A087WRZ5;Q8R0B4;Q8BLD4;Q6VYI5;Q6VYI4	A0A087WR97;Q921F2;A0A087WSE4;A0A087WRZ5;Q8R0B4;Q8BLD4;Q6VYI5;Q6VYI4	5;5;3;3;3;3;3;3	5;5;3;3;3;3;3;3	5;5;3;3;3;3;3;3	TAR DNA-binding protein 43	Tardbp	TAR DNA-binding protein 43 (Fragment) OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1;TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1;TAR DNA-binding protein 43 (Fragment) OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1;TAR DNA-binding pr	8	5	5	5	5	4	5	4	3	3	5	5	5	5	4	5	4	3	3	5	5	5	5	4	5	4	3	3	5	5	5	14.4	14.4	14.4	26.715	243	243;414;149;285;295;298;302;304	0	84.83	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	14.4	14.4	14.4	14.4	14.4	14.4	14.4	14.4	14.4	309900000	109370000	7517100	40181000	8081100	1662700	2153200	2404100	60049000	78475000	28173000	9943200	683370	3652800	734640	151160	195740	218550	5459000	7134100	75582000	24439000	47981000	37325000	26232000	45436000	17400000	39969000	41503000	5	2	3	2	0	2	0	5	5	24				17	4386;7227;7228;8898;11352	True;True;True;True;True	4466;7370;7371;9067;11629	26609;26610;26611;26612;26613;26614;26615;26616;26617;44302;44303;44304;44305;44306;44307;44308;44309;44310;44311;44312;44313;44314;44315;44316;44317;44318;44319;54346;54347;54348;54349;54350;54351;54352;54353;69337;69338;69339;69340;69341;69342;69343;69344;69345	15505;15506;15507;15508;15509;15510;25333;25334;25335;25336;25337;25338;25339;30791;30792;30793;30794;39371;39372;39373;39374;39375;39376;39377	15510;25335;25337;30793;39377		
Q05DJ9;A0A087WRC0;Q64514	Q05DJ9;A0A087WRC0;Q64514	2;2;2	2;2;2	2;2;2	Tripeptidyl-peptidase 2	Tpp2	Tpp2 protein OS=Mus musculus OX=10090 GN=Tpp2 PE=1 SV=1;Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp2 PE=1 SV=1;Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp2 PE=1 SV=3	3	2	2	2	2	1	2	1	0	0	0	2	2	2	1	2	1	0	0	0	2	2	2	1	2	1	0	0	0	2	2	4.4	4.4	4.4	65.553	607	607;883;1262	0	13.753	By MS/MS	By matching	By matching	By matching				By MS/MS	By matching	4.4	2.8	4.4	1.6	0	0	0	4.4	4.4	14202000	2538400	735820	2861900	2168000	0	0	0	2275100	3622300	489710	87532	25373	98687	74760	0	0	0	78453	124910	2591200	0	0	0	0	0	0	1660600	0	1	0	0	0	0	0	0	1	0	2				18	1669;2544	True;True	1701;2598	10241;10242;10243;10244;10245;15706;15707;15708;15709;15710	5948;9343	5948;9343		
A0A087WRE7;Q8R0N6	A0A087WRE7;Q8R0N6	10;10	10;10	10;10	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	Adhfe1	Hydroxyacid-oxoacid transhydrogenase, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Adhfe1 PE=1 SV=1;Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Adhfe1 PE=1 SV=2	2	10	10	10	0	0	2	1	0	0	2	9	7	0	0	2	1	0	0	2	9	7	0	0	2	1	0	0	2	9	7	28.2	28.2	28.2	49.039	457	457;465	0	73.004			By matching	By matching			By matching	By MS/MS	By MS/MS	0	0	7.2	3.1	0	0	8.1	25.8	19	56759000	0	0	1970400	760000	0	0	1808900	24037000	28182000	3338700	0	0	115900	44706	0	0	106400	1413900	1657800	0	0	6412900	0	0	0	12206000	18384000	13705000	0	0	0	0	0	0	0	9	4	13				19	191;1907;4149;6539;6540;7030;9548;12378;13561;14669	True;True;True;True;True;True;True;True;True;True	196;1943;4226;6669;6670;7170;9785;12671;13877;15002	1105;1106;1107;11786;25327;25328;39709;39710;39711;39712;39713;39714;39715;42967;42968;58428;75702;83040;89718;89719;89720	628;629;6910;14798;14799;22863;22864;22865;24649;33026;43058;47500;51252;51253	629;6910;14799;22864;22865;24649;33026;43058;47500;51253		
Q62347;A0A087WRI6;Q01147	Q62347;A0A087WRI6;Q01147	3;3;3	3;3;3	3;3;3	Cyclic AMP-responsive element-binding protein 1	Creb1	Cyclic AMP-responsive element-binding protein 1 OS=Mus musculus OX=10090 GN=Creb1 PE=1 SV=1;Cyclic AMP-responsive element-binding protein 1 OS=Mus musculus OX=10090 GN=Creb1 PE=1 SV=1;Cyclic AMP-responsive element-binding protein 1 OS=Mus musculus OX=10090	3	3	3	3	2	0	1	1	0	0	0	2	2	2	0	1	1	0	0	0	2	2	2	0	1	1	0	0	0	2	2	15.3	15.3	15.3	30.959	287	287;317;341	0	22.333	By MS/MS		By matching	By matching				By MS/MS	By MS/MS	5.2	0	5.2	5.2	0	0	0	15.3	15.3	19664000	9033900	0	1371100	920600	0	0	0	4411100	3927100	4915900	2258500	0	342770	230150	0	0	0	1102800	981770	0	0	0	0	0	0	0	3439300	2473600	2	0	0	0	0	0	0	2	1	5				20	6385;7111;12415	True;True;True	6507;7254;12712	38683;43558;43559;43560;43561;43562;75973;75974	22280;24951;24952;24953;43218	22280;24952;43218		
A0A087WRY3;Q80XU3	A0A087WRY3;Q80XU3	4;4	4;4	4;4	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	Nucks1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Mus musculus OX=10090 GN=Nucks1 PE=1 SV=1;Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Mus musculus OX=10090 GN=Nucks1 PE=1 SV=1	2	4	4	4	3	2	3	2	1	1	2	4	4	3	2	3	2	1	1	2	4	4	3	2	3	2	1	1	2	4	4	23.2	23.2	23.2	26.184	233	233;234	0	27.777	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	22.7	11.2	22.7	11.2	5.6	5.6	11.2	23.2	23.2	292850000	14601000	14803000	32740000	9266200	3026800	525280	7696600	107940000	102250000	36606000	1825100	1850400	4092500	1158300	378350	65660	962070	13492000	12781000	37037000	32370000	58467000	30395000	32827000	0	38739000	84431000	37963000	2	1	2	0	0	0	0	5	2	12				21	3247;7389;8061;14346	True;True;True;True	3312;7535;8219;14673	19874;19875;19876;19877;19878;19879;19880;19881;45387;45388;49489;49490;49491;49492;49493;49494;49495;49496;49497;49498;49499;49500;49501;49502;49503;49504;87710;87711;87712;87713	11683;11684;11685;25845;28115;28116;28117;28118;50144;50145;50146;50147	11683;25845;28117;50144		
A0A087WRZ7;A0A0G2JDM3;E9PWG4;A0A0G2JDW2;P05977;P09542	A0A087WRZ7;A0A0G2JDM3;E9PWG4;A0A0G2JDW2;P05977;P09542	2;2;2;2;2;2	2;2;2;2;2;2	2;2;2;2;2;2	Myosin light chain 1/3, skeletal muscle isoform;Myosin light chain 3	Myl1;Myl3	Myosin light chain 1/3, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Myl1 PE=1 SV=1;Myosin light chain 3 OS=Mus musculus OX=10090 GN=Myl3 PE=1 SV=1;Myosin light chain 1/3, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Myl1 PE=1 SV=1;Myosin lig	6	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	17.4	17.4	17.4	10.301	92	92;127;161;184;188;204	0	22.466	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.4	17.4	17.4	17.4	17.4	17.4	13	17.4	17.4	392530000	68954000	26622000	76054000	19616000	4203900	4548500	2180400	91582000	98764000	78505000	13791000	5324400	15211000	3923200	840780	909700	436080	18316000	19753000	70998000	61861000	96333000	58789000	54565000	48131000	0	67338000	59461000	2	2	2	2	0	1	1	3	3	16				22	3446;13585	True;True	3517;13902	21031;21032;21033;21034;21035;21036;21037;21038;21039;83195;83196;83197;83198;83199;83200;83201;83202;83203;83204;83205;83206	12384;12385;12386;12387;12388;12389;12390;12391;12392;47602;47603;47604;47605;47606;47607;47608	12387;47608		
J3QQ16;A0A087WS16;E9PWQ3	J3QQ16;A0A087WS16;E9PWQ3	1;1;1	1;1;1	1;1;1		Col6a3	Collagen, type VI, alpha 3 OS=Mus musculus OX=10090 GN=Col6a3 PE=1 SV=1;Collagen, type VI, alpha 3 OS=Mus musculus OX=10090 GN=Col6a3 PE=1 SV=1;Collagen, type VI, alpha 3 OS=Mus musculus OX=10090 GN=Col6a3 PE=1 SV=2	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.4	0.4	0.4	288.69	2677	2677;2677;3284	0.0099544	6.2731			By MS/MS							0	0	0.4	0	0	0	0	0	0	3349000	0	0	3349000	0	0	0	0	0	0	23584	0	0	23584	0	0	0	0	0	0	0	0	4598400	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1				23	6639	True	6771	40341	23250	23250		
A0A087WS46;O70251	A0A087WS46;O70251	4;4	4;4	4;4	Elongation factor 1-beta	Eef1b2;Eef1b	Eukaryotic translation elongation factor 1 beta 2 OS=Mus musculus OX=10090 GN=Eef1b2 PE=1 SV=1;Elongation factor 1-beta OS=Mus musculus OX=10090 GN=Eef1b PE=1 SV=5	2	4	4	4	2	1	3	1	0	1	1	2	3	2	1	3	1	0	1	1	2	3	2	1	3	1	0	1	1	2	3	23.9	23.9	23.9	20.136	184	184;225	0	41.169	By MS/MS	By MS/MS	By MS/MS	By matching		By MS/MS	By matching	By matching	By MS/MS	12	7.1	23.9	7.1	0	7.1	12	12	19	38676000	15375000	2037600	7845000	1808200	0	502800	243090	4223900	6640600	3223000	1281300	169800	653750	150680	0	41900	20257	351990	553380	17728000	0	7738800	0	0	0	0	3364500	4877600	2	1	1	0	0	1	0	0	2	7				24	11478;11479;11642;14695	True;True;True;True	11757;11758;11921;15028	70132;70133;70134;70135;70136;70137;70138;70139;70140;70141;71146;71147;71148;89826	39807;39808;39809;39810;39811;40381;51316	39807;39811;40381;51316		
A0A087WSK7;Q9CQZ0;Q921I0	A0A087WSK7;Q9CQZ0;Q921I0	1;1;1	1;1;1	1;1;1	ORM1-like protein 2;ORM1-like protein 1	Gm28778;Ormdl2;Ormdl1	Predicted gene 28778 (Fragment) OS=Mus musculus OX=10090 GN=Gm28778 PE=4 SV=1;ORM1-like protein 2 OS=Mus musculus OX=10090 GN=Ormdl2 PE=1 SV=1;ORM1-like protein 1 OS=Mus musculus OX=10090 GN=Ormdl1 PE=2 SV=1	3	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	6.4	6.4	6.4	25.715	233	233;153;153	0.0020866	10.536	By MS/MS	By matching	By matching	By matching				By matching	By MS/MS	6.4	6.4	6.4	6.4	0	0	0	6.4	6.4	8826700	2745400	551510	1604500	800390	0	0	0	1174300	1950600	980750	305050	61279	178280	88932	0	0	0	130480	216740	0	0	0	0	0	0	0	0	1286900	1	0	0	0	0	0	0	0	1	2				25	9263	True	9478	56694;56695;56696;56697;56698;56699	32065;32066	32065		
A0A087WSM4;Q91XC8	A0A087WSM4;Q91XC8	1;1	1;1	1;1	Death-associated protein 1	Dap	Death-associated protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Dap PE=1 SV=1;Death-associated protein 1 OS=Mus musculus OX=10090 GN=Dap PE=1 SV=3	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	16.2	16.2	16.2	7.5425	68	68;102	0.0023299	7.2888	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching		By matching	By MS/MS	16.2	16.2	16.2	16.2	16.2	16.2	0	16.2	16.2	60625000	25938000	1367400	6888800	1904000	352000	180070	0	9084500	14910000	20208000	8646000	455800	2296300	634660	117330	60024	0	3028200	4970100	0	0	0	0	0	0	0	0	7265300	1	0	1	0	0	0	0	0	1	3				26	12088	True	12376	73857;73858;73859;73860;73861;73862;73863;73864;73865	41902;41903;41904	41904		
Q99K94;Q8C3V4;A0A087WSP5;P42225;A0A087WRI1;A0A087WSQ5;Q8CFQ1	Q99K94;Q8C3V4;A0A087WSP5;P42225	3;3;3;3;1;1;1	3;3;3;3;1;1;1	3;3;3;3;1;1;1	Signal transducer and activator of transcription;Signal transducer and activator of transcription 1	Stat1	Signal transducer and activator of transcription OS=Mus musculus OX=10090 GN=Stat1 PE=1 SV=1;Signal transducer and activator of transcription OS=Mus musculus OX=10090 GN=Stat1 PE=1 SV=1;Signal transducer and activator of transcription OS=Mus musculus OX=10	7	3	3	3	2	1	2	0	0	0	0	3	2	2	1	2	0	0	0	0	3	2	2	1	2	0	0	0	0	3	2	6.2	6.2	6.2	83.106	712	712;749;755;749;131;154;243	0	21.681	By MS/MS	By matching	By matching					By MS/MS	By matching	3.5	1.7	3.5	0	0	0	0	6.2	3.5	18284000	5084900	563250	1328700	0	0	0	0	8769700	2537100	507880	141250	15646	36910	0	0	0	0	243600	70475	4757300	0	2790200	0	0	0	0	4876900	2763200	1	0	0	0	0	0	0	4	0	5				27	3784;4557;5253	True;True;True	3857;4639;5346	23281;23282;23283;23284;23285;27462;31384;31385;31386;31387	13668;15992;15993;18128;18129	13668;15993;18129		
A0A0A0MQ68;Q60759	A0A0A0MQ68;Q60759	9;9	9;9	9;9	Glutaryl-CoA dehydrogenase, mitochondrial	Gcdh	Glutaryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Gcdh PE=1 SV=1;Glutaryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Gcdh PE=1 SV=2	2	9	9	9	2	2	3	2	2	3	7	8	7	2	2	3	2	2	3	7	8	7	2	2	3	2	2	3	7	8	7	29.3	29.3	29.3	49.57	447	447;438	0	104.57	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.3	6.3	11.6	5.1	5.1	7.8	26	27.3	23.3	253910000	4866200	5762100	7957800	6084300	1186600	2032500	12600000	67235000	146180000	12695000	243310	288100	397890	304220	59330	101630	630020	3361800	7309000	6853800	18271000	11330000	19242000	19860000	19190000	57716000	47928000	105240000	1	2	2	1	1	1	2	8	7	25				28	900;1493;2641;2932;4888;5615;5648;8031;10279	True;True;True;True;True;True;True;True;True	916;1523;2696;2991;4979;5717;5750;8189;10531	5441;5442;5443;5444;5445;5446;5447;9197;9198;9199;16335;16336;16337;16338;16339;16340;16341;16342;16343;16344;16345;16346;16347;18034;18035;29203;29204;29205;29206;33456;33457;33458;33640;33641;49311;49312;49313;49314;49315;63096	3190;3191;3192;5305;9690;9691;9692;9693;9694;9695;9696;9697;9698;9699;9700;10688;16926;16927;16928;19301;19302;19406;19407;28030;35712	3192;5305;9700;10688;16928;19302;19407;28030;35712		
S4R294;S4R2J9;A0A0A0MQ79;Q3TLH4;S4R2L9;S4R209	S4R294;S4R2J9;A0A0A0MQ79;Q3TLH4;S4R2L9;S4R209	2;2;2;2;1;1	2;2;2;2;1;1	2;2;2;2;1;1	Protein PRRC2C	Prrc2c	Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1;Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1;Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1;Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=3;Protein PRRC2C (	6	2	2	2	1	0	0	1	1	0	1	2	2	1	0	0	1	1	0	1	2	2	1	0	0	1	1	0	1	2	2	1.1	1.1	1.1	298.11	2724	2724;2765;2844;2846;1276;1515	0.00054526	11.765	By MS/MS			By MS/MS	By matching		By matching	By MS/MS	By matching	0.8	0	0	0.8	0.4	0	0.8	1.1	1.1	35153000	11916000	0	0	2453300	153310	0	429820	10910000	9290400	377990	128130	0	0	26379	1648.5	0	4621.7	117320	99897	0	0	0	0	0	0	0	0	6129300	1	0	0	1	0	0	0	1	0	3				29	6632;13844	True;True	6764;14165	40320;40321;40322;84791;84792;84793;84794;84795	23236;48473;48474	23236;48473		
